Question,Answer,Context
Q. Can a woman win knowledge of Brahman  even while leading a householder’s life?,"A. Why not? Madalasa and others got knowledge of Brahman  while in the householder stage of life. You must have heard in the Yoga-vasishta  and the Puranas  how they attained the height of auspiciousness, Brahmic  wisdom itself. Then again, don’t the Upanishads  declare that Katyayani, Sulabha, Sarangi, Viswavara and others were adepts in Brahmic  wisdom ( Brahma-jnana )?",
"Q. Swami, have any women attained knowledge of Brahman  while in the householder stage? And who attained it while in the renunciate stage? And who realised it while in the forest-dweller stage? Did any women get it in the spiritual student stage of life?","A. Don’t think that no women realised knowledge of Brahman  in any of these stages. Chudala attained it while a householder; Sulabha Yogini, as a renunciant; Maitreyi, in the forest-dweller stage; and Gargi, in the student stage. Other great women of Bharath  (India) also achieved this height. Why, even today, many are in this great 29 Prasnothara Vahini Chapter 10. Women and Knowledge of Brahmancategory. I simply mentioned four names because you came up with that question. So don’t in the least lose en - thusiasm. There is no need for loss of heart.",
"Q. When we have so many examples of women who have attained knowledge of Brahman , why do so many argue against it? Why do they impose limitations on women?","A. It is sheer absurdity to deny women the right to earn knowledge of Brahman . But in worldly matters, it is necessary that some limitations be respected by them. They are laid down only in the interests of dharma  and for worldly prosperity. For the sake of the upkeep of morals and the social health in the world, women have to be bound by them. They are too weak to maintain certain standards of life and disciplines. They have some natural handicaps; that is the reason for these limitations.",
"Q. The distinction between man and woman —do you condemn it as false knowledge, or do you value it as Atmic knowledge?","A. My dear fellow! The Atma  (the divine Self) has no such distinction; it is eternally conscious, pure, self-efful - gent. So it can only be ignorance; it can never be Atmic  wisdom. It is a distinction based on the body mask, the limitation. The Atma  is neither masculine, feminine, nor neuter; it is the form that limits and deludes and wears these names.",
"Q. Swami! Of the four life stages ( asramas ) —student, householder, forest dweller, and renunciant —which is basically important?","A. Just as all living things are dependent on the life-giving breath, so all life stages are dependent on the house - holder. The householder provides food and drink to the rest and fosters them, promotes the study of the Vedas , and guards the scriptures. So the householder stage is the most important. In the scriptures ( sruthis ), in the Narada- parivrajaka Upanishad , and in the Manu Dharma Sastra , it is declared that the householder who strictly adheres to the dharma  of their life stage is worthy of the greatest respect.",
"Q. But Swami, some people say that the renunciant is superior to the householder; how far is this correct?","A. Whatever the stage of life, if the person follows the dharma  laid down for that stage, carries it out in practice, and steadfastly yearns for liberation, that person can get it. There is no doubt. To win knowledge of the true Self (Atma-jnana ), one need not prefer this stage of life to that; all are capable of securing it. There is no superior or inferior. It is only conduct and character that can be labeled as superior and inferior.",
"Q. Swami! They say that the householder stage binds, but the student and the renunciant stages liberate. How did that opinion arise?","A. I don’t agree with that. Why, the one who earns money by lawful means, who honours his guests, who serves and pleases others, that one attains liberation along with those learned in the scriptures ( sastras ) and those who are well established in the fundamental philosophy of the spirit.",
Q. Swami! What virtues should people in each stage of life ( asrama ) cultivate in order to be saved?,"A. Ten virtues together comprise the basic dharma  of the aspirants: compassion, non-stealing, intelligence, spiri - tual learning, truth, control of the senses, purity, patience, contentment, and non-anger. All people must cultivate these ten, whatever their stage of life. They are enough to save you, wherever you are. And if one has not acquired them, life is a waste, whatever the stage of life. The daily routine of life is the essential thing, and it should reflect these ten qualities. This is the very thing that Lord Krishna told Arjuna in reply to his question.",
"Q. Swami, you said that Arjuna asked this same question about the importance of renunciation of the fruits of action ( nishkama-karma ) observed with the ten conditions. What did Krishna reply?","A. Krishna said, “The highest stage of liberation that is attained by adepts of the yoga  of wisdom ( jnana-yoga ) is also attained by those who are adepts at the yoga  of renunciation of the fruits of action; both yield the same result.",
Q. Then why were these castes ( varnas ) established?,A. They relate to the physical aspect; they don’t affect the spiritual aspect at all. They indicate physical make-up.,
"Q. Swami, you say that one has to do some things and that one shouldn’t do some others. How are we to know which is which? What is the authority?","A. The scriptures ( sastras ) are the authority. The “ Laws of Manu  (Manu-smrithi )” itself declares, for example, that castes ( varnas ) and stages of life are only for physical purification and that they don’t affect the gaining or losing of the Highest.",
"Q. If that is so, why all this bother of caste and stages of life and the rules and regulations binding them?","A. Ah, they are required until you become free from attachment. Until then and for the sake of that, the regula - tions, limits, and rules have to be obeyed to the very letter. The medicine has to be taken as long as the illness persists. Each type of illness has a special medicine for its cure, doesn’t it? And a different course of diet and a special regimen. After one has gotten rid of the illness, one can partake of a feast with the rest. Without accepting this, if the well and the ill both demand the same feast, it will lead to calamitous consequences.",
Q. Swami! Have any great souls achieved liberation ( moksha ) while in the householder stage?,"A. Janaka, Aswapathi, Dilipa —these are examples of people who gained liberation as householders.",
"Q. Swami! Isn’t it necessary to follow strictly the injunction of the scripture ( sruthi ) that enjoins on people the duty of completing the student stage and then, after passing through the next stage of the householder, to enter the forest dweller and observe all the limitations and regulations of that stage, before ultimately taking on the life of full renunciation? Or can one take renunciation even without going through the other steps?","A. Yes, whenever one gets detachment from objects, one can take renunciation. Unless such a chance is seized, one is bound to fall. Whatever stage you are in, when you get full renunciation, you can enter upon the renuncia - tion ( sanyasa ) stage from that very moment. There is no iron rule that you must live through the three earlier stages. This too is the injunction of the scriptures. The reason is this: such a pure soul has undergone the training available in the other stages —purification in the crucible of life— in previous births. Destructive tendencies have been rooted out and the progressive ones, the uplifting ones, have been developed in past births.",
"Q. How are we to know that such transformation has already been earned in past births? Are there any signs by which we can discover that such and such a stage can be skipped? If there are, please tell me.","A. The fact that a person has no inclination for the other three stages, that one has no attachment or attraction toward them, is a clear sign. If detachment has developed in the past birth, the inclination will be absent. Since the awareness that only the Atma  is real has dawned, the person is unattached to the three earlier stages of life. When renunciation has appeared, one can give up worldly life even though the series have to be overstepped. This is approved by scripture.",
"Q. Is renunciation ( sanyasa ) of one kind, or are there different kinds? Please tell me.","A. There are three types of renunciation: physical renunciation, mental renunciation, and Atmic  renunciation.",
Q. What does physical renunciation mean?,"A. Renunciation in appearance, as far as the outer body is concerned. One wears the ochre robe, assumes the name, appears in the form, but has no awareness of the Atma ; one wanders amidst all the objective desires cling - ing to external things. One is like an ordinary person, for all intents and purposes.",
Q. And mental renunciation?,"A. In mental renunciation, one gives up all decisions and desires; one has the mind under strict control; one is not guided by impulses or agitations; one is ever calm and collected.",
Q. You mentioned Atmic  renunciation as the third.,"A. Here, one breaks through all thoughts about things that are unrelated to the Atma , because one is ever im - mersed in contemplation of the true reality, “I am Brahman  (Aham Brahmasmi ).” One is steady in the conscious - ness of being Atma . One’s bliss ( ananda ) is continuous. This is called bliss-filled.",
Q. How are these types attained? What are the signs that they have been attained?,"A. Outward renunciation ( deha-sanyasa ) is attained by discrimination between the eternal and the temporary, the evanescent and the everlasting. Mental renunciation ( manosanyasa ) is reached by conquering the waywardness of speech, senses, and mind. Atmic  renunciation ( Atma -sanyasa ) is won by filling oneself with the principles of Vedantic  thought. When these educative influences become strong and you are well established in these virtues and attitudes, then you can get liberated as a result of their combined effects.",
"Q. Who among these are really fortunate, their lives being spent in a worthwhile way?","A. Well, the one who, like the bee, sucks the honey in the flower in silence and in great bliss, who is intent on uninterruptedly tasting the nectar of Atmic  bliss; who ignores this world as only a “scene” —that one is the most fortunate, and their life is the most worthwhile.",
"Q. Then, Swami, what is it that is spoken of by the elders as attaining truth, indestructibility, purity, and inner peace ( sathya , nithya , nir-mala , and santhi )? How are these to be attained?","A. As I said already, the one who does not get attached to the “scene” but is engrossed in their own Atmic  bliss —that one attains truth, indestructibility, purity, and inner peace. Even if one of these is attained, that is enough; for one includes all.34 Prasnothara Vahini Chapter 13. Mantras and Repetition of the NameChapter 13. Mantras and Repetition of the Name",
"Q. Is there any mantra or repetition of the name ( japa) that will give us this peaceful ( santhi ) state that you spoke about just now? If there is any, which is the important one?","A. Mantra and repetition of the name are essential for all types of people. What is a mantra? Ma means manana (reflection, understanding) and thra means saving, so mantra  means that which can save you if you meditate on it.A mantra will save you from being caught up in the coils of this worldly life, which is infested with death, grief, and pain. Of all mantras, the Om (pranava ) is the highest and the best. It is the very head and crown of all of them.",
Q. Suppose each one does repetition of the name of their chosen deity according to their own light. I believe it is not wrong. Or is it?,"A. You mean that however savage or foolish people may be, they cannot but call on the Lord! Well, if the name is recited along with Om, it is bound to be beneficial. Just as the waters of the ocean are raised into the sky by the rays of the sun and then, falling as rain, form rills and rivers and rush toward the ocean to become the waters of the ocean again, so all sounds and mantras that were once only Om reach the Om through repetition and other disciplines and rites. They all get merged in Om, their source.",
"Q. Swami! Some elders have said that the more seed syllables ( bija-aksharas ) a mantra has, the more effective it is. Are such mantras to be preferred to others that have only a few seed syllables?","A. I don’t agree with the view that fewer seed syllables diminish the chance for concentration in meditation. Spir - itual seekers would be benefitted more if they repeat the five syllables or eight syllables with the Om (pranava ) added in the beginning. When they have proceeded some distance thus, they can give up even the words, concen - trate on the form depicted through the sound, and transform the mantra into the God ( Devatha ) Himself. That is why the scripture ( sruthi ) says, “Brahma is silence, the absence of sound ( Nish-sabdo  Brahma Uchyathe ).”",
Q. How are we to create a vacuum of sound? How can that be Brahman ?,A. The scriptures declare that this objective world is worldly illusion ( maya ). They also say that He who has all this illusion under His control is the Master ( Iswara ). So try to have all this illusion under control and become the Lord yourself.,
"Q. Pardon me, Swami! I can’t understand all this. Make it clear through some more examples.","A. You have seen an egg, yes? When the bird sits on the egg for some time, the chick grows inside it to its full stature; when the shell of the egg is broken, the chick emerges and assumes its real form. In the same way, when the spiritual aspirant, with a purified consciousness, dwells on the mantra and its meaning and revolves its sig - nificance in the mind without break, the vision grows in his mind without break, the shell of ignorance ( a-jnana ) breaks, and the aspirant shines in the splendour of the divinity that has formed in their consciousness.",
"Q. How can the goal be reached through meditation practice of the Om sound? How can the person who medi - tates become transformed into the thing meditated upon? Please make this unequaled mantra, and the way it helps us, clearer to me by means of easy illustrations.","A. Very good. The Om sound ( pranava ) is the bow; the Atma  is the arrow; the Universal Absolute Brahman  is the target. Like the practitioner of the art of archery, the spiritual aspirant must be unaffected by things that agitate the mind. The bowman who is paying one-pointed attention to the target is filled with the target and becomes the thing meditated on. In the Kaivalya Upanishad , the Mundaka Upanishad , and various parts of the scripture ( sruthi ), the Om is extolled in various ways.",
"Q. Can one realise the Atma  and merge, as You say, in the Om (pranava ) with this material body composed of the five elements? Can the Atma  be isolated from the body? How is that done?","A. By meditation and other disciplines, and by the recital of the Om mantra, one can discover the Atma  and iso - late it from the body. It is something like getting butter from curds, oil from sesame, water from the subsoil, fire from wood. Churning, squeezing, crushing, boring, turning —these processes are needed, that is all. What hap - pens is the separation of the Atma  from the body, the disappearance of the belief that the body is the Atma  or the Self.",
"Q. Swami! Many elders and sages say that we should visualise the individual soul ( jivatma ) as the Supreme Atma (Paramatma ), that we should cultivate that feeling, that conviction. How is that possible?","A. Why do you think it is difficult? Isn’t it easier to speak the truth than to speak falsehood? You are now declar - ing a falsehood as true, so all kinds of difficulties arise. Accept the truth that the individual soul and Supreme Lord are the same, and things become easy. First, recognise the Atma , the “Self”, as unrelated to the body; you can do this by meditation, etc. Just as scent is separated from flowers, sugar from cane, gold from rock, so separate the Atma  from the physical body. Then, by means of single-pointed reflection and meditation, etc., you can visualise the individual Atma  as one with the Supreme Atma . That is the consummation of intense spiritual practice ( tapas ), the final freedom ( nirvana ).",
"Q. What exactly is intense spiritual practice, Swami?","A. It means the end of the activities of the senses; one must be the master of all of them. There should be no trace of craving or appetite. It involves effort to attain Brahman , incessant yearning for the end. It must be expressed through moderate food and sleep. It means agony to realise the Principle. Such spiritual austerity ( tapas ) is called pure ( sathwic ).",
Q. What then is emotional spiritual practice ( rajasic  tapas )?,A. Those who simply starve the body and make it weak without curbing the senses and controlling emotions are doing only emotional spiritual practice. They don’t study or meditate upon the Atmic  principle ( Atma-thathwa ); they lay emphasis on physical asceticism.,
Q. There must also be spiritual practice out of ignorance ( thamasic  tapas ).,"A. There is. To propitiate the Gods for favours and then, with the favours as instruments, to desire the exploita - tion of the world —that is spiritual practice out of ignorance. Only that intense spiritual practice is proper that has as its aim the attainment of God, the realisation of Brahman , the achievement of the highest wisdom. Only that type of spiritual practice is approved by the scriptures ( sastras ). All the rest will lead you astray, away from the goal. Only spiritual practices approved by the scriptures deserve that name. The others are ignorance ( thamas ), not intense spiritual practice ( tapas ). Tapas  means “heat”; the heat burns out sin and reduces all fate ( karma ) to ashes.",
"Q. The scriptures ( sastras ) say that the sages had in their ashrams things like the wish-fulfilling gem, the wish- fulfilling tree, and also the wish-fulfilling cow, which gave them whatever they wished for. I can’t understand why they should do spiritual practice at all. Please make this clear to me.","A. Think about it well. Then you will know that the wish-fulfilling gem is not a jewel, nor the wish-fulfilling tree  Spiritual Austeritya tree, nor the wish-fulfilling cow a cow. They are all names for the fruits of intense spiritual austerity ( tapas ).They are powers that automatically accrue to a person as a result of spiritual austerity.When one realises all that one wishes for, it is called the power of the wish-fulfilling tree. When one subdues all desire, it is called the power of the wish-fulfilling cow. What is the power of the wish-fulfilling gem? It is the stage when you have no worry or mental agitation, a stage in which all sorrow is kept afar. When thought ends and the supreme spiritual bliss ( ananda ) is won, it is the power of the wish-fulfilling gem. Mental agitation must disappear from thought, word, and deed.",
Q. They also speak of mental spiritual practice ( tapas ). What does that mean?,A. Observe control of speech; cultivate purity of feeling; practise humility; let your thoughts be always on the Supreme Absolute Principle ( Brahma-thathwa ). Then you can be said to be in mental spiritual practice.,
Q. And physical austerity?,"A. That is also good, in its own way. Revering elders, spiritual teachers, saints, sages, and God make for purity.Non-violence, sympathy with all beings, straight-forwardness —all contribute to physical well-being, health, and wholesomeness. Mental austerity leads to purity of mind; verbal austerity , to purity of speech.By these three, the precious possessions of wish-fulfilling cow, wish-fulfilling tree, and wish-fulfilling gem are attained. They are attainments, not just cows, trees, or jewels.",
Q. Have any attained the Brahmic  principle ( Brahma-thathwa ) and the dharmic  principle with the help of their success in intense spiritual practice? Who are they? Please tell me.,"A. Kapilamaharshi attained the Brahmic  principle, the great sage Jaimini attained the dharmic  principle, Narada became a Brahmic  sage, Bhagiratha brought the Ganga down, Gautama persuaded the river Godavari to flow on the earth, Valmiki realised the force of the Rama mantra and was enabled to compose the Ramayana , Gargi was established in spiritual studentship ( brahma-charya ), and Sulabha in spiritual wisdom —all through intense spiri - tual practice alone.Why go on quoting examples, one after the other? Through intense spiritual practice, even Brahma (the creator) and Rudra (the destroyer) become one’s collaborators.",
"Q. Swami! In order to reach this high stage, do you say that birth in a high caste is necessary? Or is spiritual practice of a high order enough?","A. Caste without character is meaningless; it is just an empty label. Spiritual practice without the base of char - acter is like the journey of a blind person. Morality, virtue, character —these are vital. On the basis of these, if spiritual practice is done according to the scheme laid down for the path one has selected, then there is no doubt of success. But you must take note of a caution that is essential. You must not give place to sloth simply because race is not important. Moral standards also accrue according to birth, so, to foster them, the consciousness of birth is helpful and important.",
"Q. Therefore, some have attained Godhead through the merit of previous lives. Give some instances, please.","A. My dear man! You should not seek to discover the source of a river or the ancestry of a sage. They may be quite unimpressive. You should be satisfied with their services. Their experience is what is most valuable. Be inspired by them, be led by them to similar efforts. If you go in search of the beginnings, you lose the vital core.",
"Q. To get the fortune of escaping birth and death, elders say that yoga  is very important. What yoga  are they talk - ing about?","A. The Yoga-sastra  declares that certain postures have to be utilised in order to remove the ever-widening circles of mental agitations and purify the mind —also to steady faith, to establish spiritual wisdom ( jnana ), and to arouse the spiritual power that is latent in people ( kundalini  sakthi ).",
"Q. It is said that yoga  has certain auxiliaries or parts. How many are there, and what are their names?","A. They are eight parts in all: control of the inner senses, control of the outer senses, sitting postures, breath control, control of the mind, concentration, meditation, superconscious state ( yama , niyama , asana , pranayama , pratyahara , dharana , dhyana , samadhi ).",
"Q. If liberation ( mukthi ) is to be attained, do all these have to be practised to perfection, or is one of them enough?","A. Oh, liberation can be won if the first two, control of the inner and outer senses, are mastered. Why, the uni - verse is maintained by just these two!",
"Q. When we speak of yoga , do we mean only this particular yoga  with the eight parts, or are there other yogas ?",A. Yoga  is not just this one; there are four in all.,
Q. What are they? What are their names?,"A. Their names are popularly given as mantra yoga , the royal yoga  (raja-yoga ), the yoga  of merging ( laya yoga ), and the yoga  of body postures ( hatha yoga ).",
"Q. What parts do these four have, in their turn?","A. Silly fellow! For all the millions of humans, the two eyes are the instruments of vision, aren’t they? So too, for all the yogas , control of the inner and outer senses ( yama  and niyama ) are the eyes; without them, nothing can be visualised. Purity of mind is essential for every yogi. And for that, control of the inner and outer senses  are indispensable.",
"Q. What do you mean by control of the inner and outer senses? By any chance, do these also have auxiliaries parts or characteristics that mark them out?",A. Of course. Each has ten such. It is only when you are well-established in all these that you are liberated.,
Q. Tell me the ten that are under control of the inner senses.,"A. Nonviolence, truth, non-stealing, celibacy, compassion, honesty, patience, fortitude, moderate food, cleanli - ness ( ahimsa , sathya , a-stheya , brahma-charya , daya , aarjava , kshama , dhrithi , mithaahaara , soucha ). All ten are included in control of the inner senses.",
Q. May I know the ten included in control of the outer senses?,"A. Intense spiritual practice, contentment, piety, charity, worship of God, listening to spiritual texts, modesty, devotion, repetition of the name, spiritual vows. These ten form control of the outer senses. They are the very foundations of the mansion of liberation; all yogis  must be well established in these —in control of the inner as well as the outer senses. (In Sanskrit, the ten are: tapas , santhosha , aasthikya-buddhi , dana , Iswara  puja, Vedanta vaakya-sravana , lajja, mathi , japa, vratha .",
"Q. Yoga  insists on postures also, you said. What exactly does that mean?",A. They are very helpful for wise men cognizant of the Atma  (Atma-jnanis ) and yogis .,
"Q. There must be many varieties of physical postures, yes?","A. Yes, they are many. But the chief are perfect sitting posture, bound lotus pose, and shoulder stand. Besides, there are postures like peacock and seated forward bend.",
Q. What are benefits result from these physical postures?,A. They give hardihood to the body and enable the mind to concentrate for long periods.,
Q. Swami! You mentioned the part of yoga called breath control Now tell me about breath control ( pranayama ).,"A. There are many types, but since in this present world most types are impossible in practice, only those that help meditation have to be adopted. They are simplified systems of breath control.",
Q. Simplified systems? How are they beneficial?,"A. Like metals purified over fire in a crucible, the slag of karma  is removed by breath control and the mind is freed from contamination. This and bodily purification are brought about; both mind and body are rendered pure.",
Q. Swami! How are we to practise it?,"A. Two seconds inhaling, four seconds exhaling, and eight seconds holding the breath. Breath control has to be practised carefully for three months. Later, the duration of inhalation, exhalation, and retention can be doubled.",
Q. Swami! The next one you mentioned is control of the mind. How many mind-control methods are there?,"A. Three methods: with form, without form, and attention to the Self, depending on the purpose for which the senses are controlled and the mind concentrated. If the purpose is to approach or worship a deity with qualities, it is with form; to approach or worship the quality-less, it is formless; to realise the truth-wisdom-infinite Highest Atma , it is attention to the Self itself.",
Q. And concentration? Swami! What is meant by that? How many types of concentration are there?,"A. My boy, there is only one type. The wise person steadily established in the awareness of the chosen deity or Brahma -consciousness, like the earth carrying a mountain —that is concentration.",
"Q. The next one is meditation, I believe. That must be of many varieties.","A. No, no. This also is one and only one. Whether of the formful or the formless, if it is one-pointed, devoid of deviations, it is entitled to be called meditation.",
Q. The last part of yoga  that you mentioned was samadhi . What does that mean?,"A. Samadhi , or perfect equanimity, means the fixing of the mind, free from all impulses and agitations, on the Lord or on one’s own reality. It indicates the state in which one is in one’s own real nature. Perfect equanimity is freedom from all duality. The mind will be unshaken by dual experiences; it will shine like a flame in a windless 41 Prasnothara Vahini Chapter 15. Eightfold Discipline of Y ogaroom; it is unmoved, unmovable.",
"Q. Swami! That type of mind, how will it behave? Please make it clearer, by some examples.","A. My dear fellow, when you have to thread a needle, you have to be intent on the job, and the end of the thread has to be kept straight and pointed, right? Similarly, to enter the grace of God, which is subtler than the subtlest, the mind has to be steady and the eye and the senses have to be concentrated on the same process.",
